row_index,sample_id,topic,question,reference_answer,prediction,gold_context_rank,gold_context_hit5,retrieved_context_hashes,generation_context_hashes,context_estimated_tokens,prompt_tokens,completion_tokens,latency_s,status,error
38,drug_8877,drug,Thuốc Comiaryl thường được dùng trong các trường hợp nào?,Thuốc Comiaryl thường được dùng trong các trường hợp điều trị đái tháo đường type 2 kết hợp với chế độ ăn kiêng và luyện tập thể dục.,"Thuốc Comiaryl được chỉ định dùng trong các trường hợp điều trị đái tháo đường type 2 kết hợp với chế độ ăn kiêng và luyện tập thể dục, đặc biệt là khi bệnh nhân không đáp ứng với liệu pháp đơn trị bằng thuốc glimepirid hoặc metformin.",1,True,855c66eb618e7ea7c3f0|ae3e1ebe820723efda40|397b7952a6ea9f8ccdb6|f11e7555417a1d148fb8|08e8ad984906ec9ce46a,855c66eb618e7ea7c3f0|ae3e1ebe820723efda40|397b7952a6ea9f8ccdb6|f11e7555417a1d148fb8|08e8ad984906ec9ce46a,628,584,64,2.6620068999982323,OK,
39,drug_4387,drug,Những sản phẩm có chứa axit salicylic thường được bán ở đâu?,Các nhà thuốc toàn quốc.,Những sản phẩm có chứa axit salicylic thường được bán tại các nhà thuốc trên toàn quốc.,1,True,6b5f949a0be416049b09|748a90c9b66bd3188020|26893d3ac6a77daa1409|d3b9a0b580441de3a008|508e6ba29f37b9a08606,6b5f949a0be416049b09|748a90c9b66bd3188020|26893d3ac6a77daa1409|d3b9a0b580441de3a008|508e6ba29f37b9a08606,1822,1345,22,0.45577290000073845,OK,
40,drug_3161,drug,Thuốc trị huyết áp có tên là spironolacton có tương tác với Arginin hay không?,Thuốc lợi tiểu tiết kiệm kali như spironolacton có thể tương tác với Arginin.,"Chưa đủ thông tin. Trong NGỮ CẢNH, không có thông tin về tương tác giữa spironolacton và Arginin. Tuy nhiên, trong TÀI LIỆU id=""1"", có thông tin về tương tác giữa Arginin và một số loại thuốc, bao gồm thuốc trị huyết áp nhóm spironolacton.",1,True,8a276a839467a65a1ec5|64d53c0d3b8de4c26432|90d28cfb5b53a0e99c32|acad03ce28e3865d0ba9|dad1e7929a5f6388f27a,8a276a839467a65a1ec5|64d53c0d3b8de4c26432|90d28cfb5b53a0e99c32|acad03ce28e3865d0ba9|dad1e7929a5f6388f27a,1309,1062,74,7.014979100000346,OK,
41,drug_5382,drug,Trong dạng bào chế của thuốc Berberin có bao nhiêu dạng?,Thuốc Berberin chỉ có 1 dạng bào chế là dạng viên nang uống.,Berberin Mộc Hương được bào chế dưới dạng viên nén.,,False,b3f65b547db8332cb8bd|2b059a0e400ee8b2624d|c545e3117e2b4c98c8c1|5fd1ab049bb93d544a29|6b5f949a0be416049b09,b3f65b547db8332cb8bd|2b059a0e400ee8b2624d|c545e3117e2b4c98c8c1|5fd1ab049bb93d544a29|6b5f949a0be416049b09,947,816,17,0.4332832000000053,OK,
42,drug_6138,drug,Bác sĩ sẽ làm gì khi kê thuốc Bluemint cho phụ nữ có thai hoặc mẹ cho con bú?,Bác sĩ sẽ theo dõi chặt chẽ tình trạng của phụ nữ có thai hoặc mẹ cho con bú trong quá trình sử dụng thuốc Bluemint.,Chưa đủ thông tin. Không có thông tin về thuốc Bluemint trong ngữ cảnh cung cấp.,,False,6dbed5c7db4625b0466c|b158004e431f98f4c34d|0aa6fcf9c3897183d05e|f08a2c5baf2322da367f|c00295825340ff362b3d,6dbed5c7db4625b0466c|b158004e431f98f4c34d|0aa6fcf9c3897183d05e|f08a2c5baf2322da367f|c00295825340ff362b3d,775,686,22,0.4359724999994796,OK,
43,drug_8374,drug,"Liều dùng của cisapride để điều trị loạn tiêu hóa chức năng hoặc táo bón mạn tính là bao nhiêu, uống mấy lần/ngày?","Đối với loạn tiêu hóa chức năng hoặc táo bón mạn tính, dùng cisapride với liều lượng 5 - 10 mg, uống 3 lần/ngày.","Liều dùng của cisapride để điều trị loạn tiêu hóa chức năng hoặc táo bón mạn tính là 5 – 10 mg, uống 3 lần/ngày.",1,True,ae8b3b3d2e0460cf121a|8ea12ab90fbff839ab30|5a6d021b92cf88a91378|2a018224cf60ea091a98|638ccf4e5fdf601e7be4,ae8b3b3d2e0460cf121a|8ea12ab90fbff839ab30|5a6d021b92cf88a91378|2a018224cf60ea091a98|638ccf4e5fdf601e7be4,1202,1057,41,0.5639793000009377,OK,
44,drug_9537,drug,Vitamin D3 có trong Davita Bone Sugar Free có hàm lượng bao nhiêu?,Vitamin D3 có trong Davita Bone Sugar Free có hàm lượng 400 IU.,400 IU.,1,True,937943782ded37f6bc6f|b4012293714828a88942|1b0d19ad509e015ee369|3aaf09bae8f49c95f82a|1fcac0177762d89e6fbb,937943782ded37f6bc6f|b4012293714828a88942|1b0d19ad509e015ee369|3aaf09bae8f49c95f82a|1fcac0177762d89e6fbb,833,728,4,0.4345175000016752,OK,
45,drug_8944,drug,Làm thế nào để sử dụng thuốc Concor® hiệu quả?,Bạn cần tuân thủ sử dụng thuốc theo đúng chỉ định của bác sĩ.,"Để sử dụng thuốc Concor® hiệu quả, bạn cần tuân thủ sử dụng thuốc theo đúng chỉ định của bác sĩ. Nếu thấy bất kỳ triệu chứng nào xuất hiện hoặc có bất cứ thắc mắc nào, bạn hãy đến ngay bác sĩ chuyên khoa Tim mạch để tư vấn và điều trị hiệu quả.",1,True,267f4d2b28a28f2e0812|cd3b85f9d46ef30987f2|1b0d19ad509e015ee369|ecec1fc4a4d19d34f2ef|92030cb410441ea2042e,267f4d2b28a28f2e0812|cd3b85f9d46ef30987f2|1b0d19ad509e015ee369|ecec1fc4a4d19d34f2ef|92030cb410441ea2042e,927,753,64,0.5523623000008229,OK,
46,drug_7069,drug,Trước hoặc sau ăn có ảnh hưởng đến hấp thu thuốc Carbocistein không?,"Không, việc sử dụng thuốc này trước hay sau ăn không ảnh hưởng đến hấp thu của thuốc.","Không, việc sử dụng thuốc Carbocistein trước hay sau ăn không ảnh hưởng đến hấp thu của thuốc.",1,True,6f952b1dcc1bbc7906d5|415c41f98209c3c60e03|39303b3bd71fdecc5511|19991ce1fa786261c8aa|e675f8d9ed46dd380c2b,6f952b1dcc1bbc7906d5|415c41f98209c3c60e03|39303b3bd71fdecc5511|19991ce1fa786261c8aa|e675f8d9ed46dd380c2b,1050,853,24,7.049699099999998,OK,
47,drug_3487,drug,Người bệnh nào nữa không được sử dụng thuốc Aspirin pH8?,Người bệnh đã từng bị bệnh hen không được sử dụng thuốc Aspirin pH8.,"Người bệnh sau không được sử dụng thuốc Aspirin pH8: - Người có triệu chứng của bệnh hen suyễn, viêm mũi hoặc mề đay hoặc có tiền sử bị hen. - Bệnh nhân mắc bệnh lý giảm tiểu cầu. - Bệnh nhân đang có triệu chứng của viêm loét dạ dày tá tràng. - Người thường bị hoặc đang bị xuất huyết tiêu hóa, hoặc đang bị chảy máu do nguyên nhân khác. - Bệnh nhân suy tim vừa và nặng, suy gan, suy thận nặng. - Phụ nữ có thai đang trong 3 tháng cuối thai kỳ. - Dùng đồng thời Aspirin MKP 81 với Methotrexat (ở liều > 15 mg/tuần). - Người bệnh bị dị ứng với bất kỳ thành phần của thuốc Aspirin pH8. - Trẻ em và thanh thiếu niên đang hồi phục sau bệnh thủy đậu hoặc các triệu chứng giống cúm.",2,True,2e665a87c0ddde37f4c2|c29a00f7c5f192469260|2b12b88bbb5efbce9473|1b01ce6cbf5af941be6e|a1cfb82039b895035b7d,2e665a87c0ddde37f4c2|c29a00f7c5f192469260|2b12b88bbb5efbce9473|1b01ce6cbf5af941be6e|a1cfb82039b895035b7d,1390,1180,198,2.9104277000005823,OK,
48,drug_7794,drug,Bệnh nào dùng thuốc Cenditan điều trị?,Thuốc Cenditan điều trị bệnh trĩ.,"Bệnh trĩ, táo bón, giải nhiệt, lợi tiểu, bảo vệ gan, giải độc gan do rượu.",1,True,0f0e1707bb5e4e33d0d6|9cd3c5b680dcb92ffd1d|267f4d2b28a28f2e0812|8d1d253b20c6e4f9859f|a07074063d848e038a30,0f0e1707bb5e4e33d0d6|9cd3c5b680dcb92ffd1d|267f4d2b28a28f2e0812|8d1d253b20c6e4f9859f|a07074063d848e038a30,1219,931,27,0.4320202999988396,OK,
49,drug_3577,drug,Phụ nữ mang thai có nên sử dụng thuốc chẹn thụ thể beta Atenolol TV.PHARM không?,"Theo khuyến cáo, chỉ sử dụng Atenolol TV.PHARM cho phụ nữ mang thai trong 3 tháng cuối thai kỳ nhưng phải thật sự cần thiết.","Không, chỉ nên sử dụng Atenolol cho phụ nữ mang thai trong 3 tháng cuối thai kỳ trong trường hợp thật sự cần thiết.",1,True,79e3f6faf7bdfe9ba1f4|d3b350f618c2c98f6e23|d3891c43d34dab4b9498|e8ba6f54b4e9516ab6a9|d46340b759e533304370,79e3f6faf7bdfe9ba1f4|d3b350f618c2c98f6e23|d3891c43d34dab4b9498|e8ba6f54b4e9516ab6a9|d46340b759e533304370,1001,833,31,0.45742260000042734,OK,
50,drug_4630,drug,Cần làm gì nếu tình trạng bị tồi tệ hơn hoặc không cải thiện sau khi sử dụng thuốc Bactroban?,"Nếu tình trạng bị tồi tệ hơn hoặc không cải thiện sau khi sử dụng thuốc Bactroban quá 3-5 ngày, cần đến ngay bác sĩ và cân nhắc thay thuốc khác như kem neomycin và clorhexidin.","Nếu tình trạng bị tồi tệ hơn hoặc không cải thiện sau khi sử dụng thuốc Bactroban, bạn nên đến ngay bác sĩ. Theo dõi hiệu quả nếu quá 3-5 ngày tình trạng bị tồi tệ hơn hoặc không cải thiện, cần đến ngay bác sĩ. Cân nhắc thay thuốc khác như kem neomycin và clorhexidin.",1,True,629706c4ed709a2e1b18|a5ec0e253311018405c4|3b4af02ac50d30ffa780|8ad53f997f483c8f71c7|5b355616a0e9ecb73fbb,629706c4ed709a2e1b18|a5ec0e253311018405c4|3b4af02ac50d30ffa780|8ad53f997f483c8f71c7|5b355616a0e9ecb73fbb,1354,1052,79,2.848699599999236,OK,
51,drug_3282,drug,Thuốc Asevictoria Mediplantex được sản xuất như thế nào?,Thuốc Asevictoria Mediplantex được sản xuất dưới dạng viên nén. Mỗi hộp thuốc có chứa 1 vỉ với 1 viên thuốc.,"Thuốc Asevictoria Mediplantex được sản xuất dưới dạng viên nén, mỗi hộp thuốc gồm 1 vỉ có chứa 1 viên thuốc.",1,True,07b56c9b487091f1d561|92892d8ffc611882bb12|db7e7cb5f1556feab7bf|a236bae69e63ee169485|fe46e1154239e4741847,07b56c9b487091f1d561|92892d8ffc611882bb12|db7e7cb5f1556feab7bf|a236bae69e63ee169485|fe46e1154239e4741847,689,633,36,0.506981700000324,OK,
52,drug_6413,drug,Người không nên dùng thuốc Broncho-Vaxom bao gồm những người nào?,Người quá mẫn cảm với các thành phần bao gồm cả hoạt chất và tá dược của Broncho-Vaxom.,"Người không nên dùng thuốc Broncho-Vaxom bao gồm những người quá mẫn cảm với các thành phần bao gồm cả hoạt chất và tá dược của thuốc, và trẻ em dưới 6 tháng tuổi vì hệ miễn dịch của trẻ em chưa hoàn chỉnh.",1,True,7c797ba5ead2c1b935fa|c424e1471c183059c122|a1cfb82039b895035b7d|993a2bb2b53823043c35|db7b214e12d176ee1ce6,7c797ba5ead2c1b935fa|c424e1471c183059c122|a1cfb82039b895035b7d|993a2bb2b53823043c35|db7b214e12d176ee1ce6,699,629,53,0.4758651000011014,OK,
53,drug_6035,drug,Phụ nữ mang thai có thể sử dụng Bisolvon 8mg không?,"Cần thận trọng, cân nhắc giữa lợi ích và nguy cơ khi sử dụng Bisolvon 8mg cho phụ nữ mang thai.",Chưa đủ thông tin. Ngữ cảnh chỉ đề cập đến dữ liệu sử dụng bromhexin cho phụ nữ mang thai còn hạn chế và không cho thấy bromhexin tác dụng gây hại đến độc tính sinh sản.,1,True,7c8295d51747bb2267bc|d46340b759e533304370|b158004e431f98f4c34d|e8ba6f54b4e9516ab6a9|f08a2c5baf2322da367f,7c8295d51747bb2267bc|d46340b759e533304370|b158004e431f98f4c34d|e8ba6f54b4e9516ab6a9|f08a2c5baf2322da367f,731,651,46,0.4761529999996128,OK,
54,drug_5363,drug,Berberin Mộc Hương được sản xuất ở đâu?,Berberin Mộc Hương được sản xuất tại Việt Nam.,Berberin Mộc Hương được sản xuất tại Việt Nam.,1,True,b3f65b547db8332cb8bd|b3875a6397c1933e3f73|89b3c0be567480d8ba1e|8b92796c413afc1b32f0|bd05742f95aa54b644cd,b3f65b547db8332cb8bd|b3875a6397c1933e3f73|89b3c0be567480d8ba1e|8b92796c413afc1b32f0|bd05742f95aa54b644cd,1228,1007,15,2.728684499998053,OK,
55,drug_7272,drug,Trong trường hợp nào nên chỉ định Cataflam (diclofenac)?,"Cataflam (diclofenac) được chỉ định trong các trường hợp viêm khớp mạn tính, điều trị triệu chứng ngắn ngày cho các đợt cấp viêm cạnh khớp, viêm khớp do gút, đau lưng, đau rễ thần kinh nặng, đau sau phẫu thuật, thống kinh vô căn và tình trạng viêm đa khớp dạng thấp ở đối tượng thiếu niên.","Cataflam (diclofenac) được chỉ định trong trường hợp đau thắt ngực, suy tim mạn ổn định, từ vừa đến nặng, kèm giảm chức năng tâm thu thất trái đã được điều trị cùng với các thuốc ức chế enzym chuyển, lợi tiểu, và với glycosid trợ tim.",,False,588bb86274a7bb5b1865|5bf8646956efc0435c4b|a1cfb82039b895035b7d|136d99b0156190b06eb4|c47055e42354ae9594fc,588bb86274a7bb5b1865|5bf8646956efc0435c4b|a1cfb82039b895035b7d|136d99b0156190b06eb4|c47055e42354ae9594fc,1001,819,68,0.46019909999813535,OK,
56,drug_1499,drug,Thuốc Aldactone có thể được sử dụng trong những trường hợp nào?,"Thuốc Aldactone có thể được sử dụng trong các trường hợp như suy tim sung huyết, tăng huyết áp vô căn, kiểm soát chứng rậm lông, phối hợp với thuốc lợi tiểu gây giảm Kali/Magie máu, điều trị ngắn hạn chứng tăng aldosterone nguyên phát trước phẫu thuật, điều trị các bệnh có thể gây tăng aldosterone thứ phát như xơ gan kết hợp với phù/cổ trướng, hội chứng thận hư và các trạng thái phù khác.","Thuốc Aldactone có thể được sử dụng trong các trường hợp sau: - Suy tim sung huyết. - Tăng huyết áp vô căn. - Kiểm soát chứng rậm lông. - Phối hợp với thuốc lợi tiểu gây giảm Kali/Magie máu. - Điều trị ngắn hạn chứng tăng aldosterone nguyên phát trước phẫu thuật. - Điều trị các bệnh có thể gây tăng aldosterone thứ phát như xơ gan kết hợp với phù/cổ trướng, hội chứng thận hư và các trạng thái phù khác.",2,True,64d53c0d3b8de4c26432|f0a848a32b99b92969bb|c6c7a39baec014bed420|6f54299cabe55e10b6a6|08e8ad984906ec9ce46a,64d53c0d3b8de4c26432|f0a848a32b99b92969bb|c6c7a39baec014bed420|6f54299cabe55e10b6a6|08e8ad984906ec9ce46a,1134,885,110,7.020980599998438,OK,
57,drug_3527,drug,Thuốc khác có thể làm tăng thêm tác dụng của Atarax là gì?,Các thuốc kháng acetylcholin khác.,Thuốc kháng acetylcholin khác có thể tăng thêm tác dụng của Atarax.,1,True,c0f2cefa8fba9d5a0776|64d53c0d3b8de4c26432|c6c7a39baec014bed420|b645d7011eeb24a30be7|4d8d806a2c2ba51e87c7,c0f2cefa8fba9d5a0776|64d53c0d3b8de4c26432|c6c7a39baec014bed420|b645d7011eeb24a30be7|4d8d806a2c2ba51e87c7,1647,1203,20,0.4880205000008573,OK,
58,drug_9358,drug,"Khi sử dụng thuốc Curam quá liều, những triệu chứng nào có thể xảy ra?","Quá liều thuốc Curam có thể gây ra các triệu chứng đường tiêu hóa, rối loạn cân bằng dịch, điện giải.","Khi sử dụng thuốc Curam quá liều, có thể xảy ra các triệu chứng như: ngủ lịm, ngủ lơ mơ, buồn nôn, nôn, đau vùng thượng vị, xuất huyết tiêu hoá, tăng huyết áp, suy thận cấp, ức chế hô hấp và hôn mê.",,False,eca5fa7b69366418ed67|c5ec1482d663325db2ac|06c9a0e64f474c78e149|4d8d806a2c2ba51e87c7|5a6d021b92cf88a91378,eca5fa7b69366418ed67|c5ec1482d663325db2ac|06c9a0e64f474c78e149|4d8d806a2c2ba51e87c7|5a6d021b92cf88a91378,1235,978,68,13.413428200001363,OK,
59,drug_8092,drug,Người có tiền sử bệnh tim mạch có dùng được Chronol không?,"Không, người có tiền sử bệnh tim mạch không được dùng thuốc Chronol.","Không, người có tiền sử bệnh tim mạch không nên dùng Chronol (hoặc Bisoloc) vì nó có thể gây ra các vấn đề tim mạch nghiêm trọng.",1,True,3c5bf1d1f0a9fcf19fe2|c32e67d9bca34e8ab507|5bf8646956efc0435c4b|d3891c43d34dab4b9498|3d2f3ddd42bd10e1639f,3c5bf1d1f0a9fcf19fe2|c32e67d9bca34e8ab507|5bf8646956efc0435c4b|d3891c43d34dab4b9498|3d2f3ddd42bd10e1639f,1302,1017,36,0.5112426000014239,OK,
60,drug_6551,drug,Khi sử dụng Bạch Hổ Hoạt Lạc Cao gặp phải phản ứng bất lợi thì thông báo cho ai?,Thông báo cho các chuyên gia y tế hoặc gọi cho trung tâm cấp cứu gần nhất.,Thông báo cho bác sĩ.,,False,8547ad40cea7ebd4faad|201fc4afa1696d517deb|5cb9d6b26a14db7a5659|ecdc8faa68e6bae9aef1|e13a55428fe8a7140500,8547ad40cea7ebd4faad|201fc4afa1696d517deb|5cb9d6b26a14db7a5659|ecdc8faa68e6bae9aef1|e13a55428fe8a7140500,1339,1079,7,0.4584056000021519,OK,
61,drug_3219,drug,Địa điểm cần đến để được xử lý tình trạng quá liều Artreil là gì?,Cơ sở y tế gần nhất.,Cơ sở y tế gần nhất.,,False,82bcbdfa75b4b4d7a1cb|0a4445e16f9adfc69886|ebca8d81495009644908|6fae63f32f0fc9713346|9dcdd32a361279b307ac,82bcbdfa75b4b4d7a1cb|0a4445e16f9adfc69886|ebca8d81495009644908|6fae63f32f0fc9713346|9dcdd32a361279b307ac,1090,877,9,0.4282091999994009,OK,
62,drug_2634,drug,Thuốc Ampelop có tác dụng gì?,"Thuốc Ampelop có tác dụng hỗ trợ điều trị viêm loét dạ dày, tá tràng.","Thuốc Ampelop giúp hỗ trợ điều trị viêm loét dạ dày, tá tràng.",2,True,0bc735b2ca880c6daff8|b2c5800b14f1fe3ed9b0|4eb51f084e60acfb269f|4788f70c0c2318de13be|9dd5d493cb8fe86c0e0d,0bc735b2ca880c6daff8|b2c5800b14f1fe3ed9b0|4eb51f084e60acfb269f|4788f70c0c2318de13be|9dd5d493cb8fe86c0e0d,857,715,21,6.896668299999874,OK,
63,drug_3142,drug,Trong trường hợp nào cần bỏ qua liều Argide?,Bạn cần bỏ qua liều khi thời gian nhớ ra liều đã quên mà thời gian quá gần với liều tiếp theo.,Chưa đủ thông tin. Bạn cần cung cấp thêm thông tin về Argide và cách xử trí khi quên liều.,,False,81a48a84f8a50bee28e7|ade045ee518b7b547ab7|a17489d10ad6bc5e4478|e9ea311fdad4ac97c87f|566a2a7080c42081838c,81a48a84f8a50bee28e7|ade045ee518b7b547ab7|a17489d10ad6bc5e4478|e9ea311fdad4ac97c87f|566a2a7080c42081838c,727,680,28,0.43087870000090334,OK,
64,drug_4035,drug,Augbidil có thể ảnh hưởng đến hiệu quả của thuốc tránh thai dạng uống như thế nào?,Augbidil có thể làm giảm hiệu quả tránh thai của thuốc tránh thai dạng uống.,Thuốc Augbidil có thể làm giảm hiệu quả tránh thai khi dùng chung với thuốc tránh thai dạng uống.,1,True,6216fc50745ea3fb224c|efafa5a7ed234ce203db|2246be7bad01b1f6ef8e|415c41f98209c3c60e03|68dfa2a6ed4a06822036,6216fc50745ea3fb224c|efafa5a7ed234ce203db|2246be7bad01b1f6ef8e|415c41f98209c3c60e03|68dfa2a6ed4a06822036,1020,809,24,0.4203992000002472,OK,
65,drug_8867,drug,Có nên sử dụng thuốc Combivent® trong thời kỳ cho con bú không?,Không nên sử dụng Combivent® trong thời kỳ cho con bú trừ khi lợi ích dự kiến được cho là lớn hơn bất kỳ rủi ro nào có thể xảy ra với trẻ sơ sinh.,"Không nên sử dụng Combivent® (ipratropium, salbutamol) trong thời kỳ cho con bú trừ khi lợi ích dự kiến được cho là lớn hơn bất kỳ rủi ro nào có thể xảy ra với trẻ sơ sinh.",1,True,578ecb8fe625bbbe5fed|8bf8aeb5d1ac3dbf1cf3|7edcb39a58f4d1d4b346|60f0e6b6f5dcddcd2fb8|3a5925ba89518c16d876,578ecb8fe625bbbe5fed|8bf8aeb5d1ac3dbf1cf3|7edcb39a58f4d1d4b346|60f0e6b6f5dcddcd2fb8|3a5925ba89518c16d876,779,663,51,2.696670900000754,OK,
66,drug_7660,drug,Thuốc Cefurich 500 là gì?,Thuốc Cefurich 500 là kháng sinh phổ rộng.,"Cefurich 500 là kháng sinh phổ rộng, dùng để điều trị nhiễm trùng trong nhiều bệnh lý.",3,True,481888df494f31e8319d|3924a8a9636ed80cdd0e|a410c7fd66266e8ace6c|5fd1ab049bb93d544a29|461987c0074a637587e6,481888df494f31e8319d|3924a8a9636ed80cdd0e|a410c7fd66266e8ace6c|5fd1ab049bb93d544a29|461987c0074a637587e6,954,794,24,0.43474500000229455,OK,
67,drug_7073,drug,Thuốc Carbocistein có thể gây ra những tác dụng phụ phổ biến nào?,Thuốc Carbocistein có thể gây ra hai tác dụng phụ phổ biến bao gồm mệt mỏi cơ thể như bị ốm và tiêu chảy.,Chưa đủ thông tin.,5,True,a1cfb82039b895035b7d|2852bd0bbcbc3bba54a3|b645d7011eeb24a30be7|8547ad40cea7ebd4faad|71750219cdf398a66c32,a1cfb82039b895035b7d|2852bd0bbcbc3bba54a3|b645d7011eeb24a30be7|8547ad40cea7ebd4faad|71750219cdf398a66c32,2060,1510,7,7.041038000003027,OK,
